Transaction ID,Country,Amount (USD),Transaction Type,Date of Transaction,Person Involved,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Financial Institution,Tax Haven Country
TX0000008464,UK,1427097.126,Offshore Transfer,12/19/2013 15:00,Person_7849,Luxury Goods,Russia,FALSE,Illegal,4,3,Bank_188,Cayman Islands
TX0000008465,USA,2614665.728,Cryptocurrency,12/19/2013 16:00,Person_6951,Real Estate,UAE,FALSE,Legal,7,6,Bank_292,Panama
TX0000008466,Switzerland,3901743.524,Cash Withdrawal,12/19/2013 17:00,Person_6104,Real Estate,Russia,FALSE,Illegal,4,0,Bank_101,Luxembourg
TX0000008467,Brazil,2966090.161,Cash Withdrawal,12/19/2013 18:00,Person_8708,Real Estate,Brazil,FALSE,Legal,7,0,Bank_27,Switzerland
TX0000008468,Switzerland,3744733.902,Offshore Transfer,12/19/2013 19:00,Person_5037,Casinos,Switzerland,TRUE,Legal,1,0,Bank_277,Cayman Islands
TX0000008469,China,3691491.379,Property Purchase,12/19/2013 20:00,Person_855,Oil & Gas,China,FALSE,Legal,9,5,Bank_235,Switzerland
TX0000008470,UAE,2011173.674,Property Purchase,12/19/2013 21:00,Person_2833,Real Estate,Switzerland,TRUE,Illegal,5,3,Bank_376,Panama
TX0000008471,Singapore,1503184.038,Stocks Transfer,12/19/2013 22:00,Person_641,Finance,USA,FALSE,Legal,3,9,Bank_82,Cayman Islands
TX0000008472,Brazil,1451052.708,Cash Withdrawal,12/19/2013 23:00,Person_1482,Arms Trade,Brazil,FALSE,Illegal,1,4,Bank_177,Cayman Islands
TX0000008473,South Africa,3612471.587,Property Purchase,12/20/2013 0:00,Person_8373,Luxury Goods,Russia,FALSE,Legal,6,5,Bank_411,Panama
TX0000008474,South Africa,3181893.865,Offshore Transfer,12/20/2013 1:00,Person_4740,Finance,UK,FALSE,Illegal,10,6,Bank_75,Panama
TX0000008475,South Africa,4748562.657,Stocks Transfer,12/20/2013 2:00,Person_5170,Real Estate,India,FALSE,Illegal,8,5,Bank_94,Panama
TX0000008476,Brazil,1906112.688,Offshore Transfer,12/20/2013 3:00,Person_9922,Real Estate,UK,TRUE,Legal,4,3,Bank_434,Cayman Islands
TX0000008477,China,2271639.298,Stocks Transfer,12/20/2013 4:00,Person_5111,Construction,Switzerland,TRUE,Illegal,9,7,Bank_197,Panama
TX0000008478,Russia,514653.9936,Cryptocurrency,12/20/2013 5:00,Person_6374,Casinos,Singapore,FALSE,Legal,4,9,Bank_158,Bahamas
TX0000008479,India,4951270.207,Stocks Transfer,12/20/2013 6:00,Person_8511,Arms Trade,India,TRUE,Illegal,2,2,Bank_340,Bahamas
TX0000008480,UK,3037380.07,Cash Withdrawal,12/20/2013 7:00,Person_7639,Casinos,Switzerland,TRUE,Illegal,2,0,Bank_168,Panama
TX0000008481,Brazil,1534674.858,Offshore Transfer,12/20/2013 8:00,Person_7519,Casinos,USA,FALSE,Illegal,7,2,Bank_413,Luxembourg
TX0000008482,Russia,2480533.923,Stocks Transfer,12/20/2013 9:00,Person_6435,Oil & Gas,South Africa,FALSE,Illegal,4,4,Bank_377,Cayman Islands
TX0000008483,Switzerland,1633217.886,Cryptocurrency,12/20/2013 10:00,Person_4571,Real Estate,USA,FALSE,Illegal,5,7,Bank_100,Singapore
TX0000008484,Switzerland,1964306.554,Offshore Transfer,12/20/2013 11:00,Person_9175,Luxury Goods,Switzerland,FALSE,Illegal,2,9,Bank_183,Panama
TX0000008485,China,4757935.458,Stocks Transfer,12/20/2013 12:00,Person_6069,Luxury Goods,Brazil,FALSE,Illegal,9,0,Bank_288,Cayman Islands
TX0000008486,China,1147368.965,Cash Withdrawal,12/20/2013 13:00,Person_4299,Construction,South Africa,TRUE,Illegal,1,9,Bank_498,Bahamas
TX0000008487,USA,4315068.429,Cash Withdrawal,12/20/2013 14:00,Person_4347,Real Estate,Singapore,FALSE,Illegal,7,4,Bank_184,Bahamas
TX0000008488,UK,3413426.06,Cryptocurrency,12/20/2013 15:00,Person_191,Casinos,Brazil,FALSE,Legal,3,7,Bank_91,Luxembourg
TX0000008489,India,3800324.287,Property Purchase,12/20/2013 16:00,Person_691,Real Estate,UAE,FALSE,Illegal,5,0,Bank_88,Singapore
TX0000008490,South Africa,4833439.357,Cryptocurrency,12/20/2013 17:00,Person_8754,Arms Trade,USA,FALSE,Legal,9,5,Bank_331,Singapore
TX0000008491,Brazil,142145.4777,Stocks Transfer,12/20/2013 18:00,Person_2500,Real Estate,Russia,FALSE,Illegal,10,4,Bank_107,Bahamas
TX0000008492,Russia,3640067.136,Cash Withdrawal,12/20/2013 19:00,Person_8175,Casinos,UK,FALSE,Legal,7,0,Bank_283,Singapore
TX0000008493,Russia,393617.0483,Cryptocurrency,12/20/2013 20:00,Person_7415,Arms Trade,Brazil,FALSE,Legal,2,5,Bank_415,Bahamas
TX0000008494,Russia,2323067.858,Property Purchase,12/20/2013 21:00,Person_1642,Real Estate,South Africa,FALSE,Illegal,10,2,Bank_451,Bahamas
TX0000008495,UAE,3024978.252,Stocks Transfer,12/20/2013 22:00,Person_4701,Casinos,Singapore,FALSE,Legal,3,8,Bank_227,Luxembourg
,USA,669120.2803,Cash Withdrawal,12/20/2013 23:00,Person_7598,Luxury Goods,India,FALSE,Illegal,3,5,Bank_173,Cayman Islands
TX0000008497,Brazil,3236423.724,Stocks Transfer,12/21/2013 0:00,Person_7501,Oil & Gas,India,FALSE,Illegal,7,0,Bank_68,Panama
TX0000008498,UK,1043518.06,Offshore Transfer,12/21/2013 1:00,Person_5834,Casinos,Brazil,FALSE,Illegal,2,5,Bank_440,Luxembourg
TX0000008499,USA,859177.6399,Cash Withdrawal,12/21/2013 2:00,Person_1618,Finance,China,FALSE,Illegal,3,7,Bank_238,Cayman Islands
TX0000008500,Singapore,3281079.322,Stocks Transfer,,Person_903,Finance,Switzerland,FALSE,Illegal,4,6,Bank_434,Cayman Islands
TX0000008501,South Africa,1762208.491,Cryptocurrency,12/21/2013 4:00,Person_9847,Oil & Gas,Singapore,FALSE,Illegal,4,1,Bank_307,Cayman Islands
TX0000008502,Brazil,2656591.053,Property Purchase,12/21/2013 5:00,Person_1259,Luxury Goods,India,TRUE,Legal,1,2,Bank_383,Singapore
TX0000008503,USA,2659932.672,Cryptocurrency,12/21/2013 6:00,Person_9149,Arms Trade,Brazil,TRUE,Legal,10,7,Bank_167,Panama
TX0000008504,South Africa,3722365.595,Property Purchase,12/21/2013 7:00,Person_5981,Construction,Russia,TRUE,Illegal,2,4,Bank_423,Luxembourg
TX0000008505,Switzerland,3424397.436,Property Purchase,12/21/2013 8:00,Person_3377,Oil & Gas,Singapore,FALSE,Illegal,2,9,Bank_67,Panama
TX0000008506,Switzerland,584764.332,Cryptocurrency,12/21/2013 9:00,Person_4104,Luxury Goods,UAE,FALSE,Illegal,2,4,Bank_393,Singapore
TX0000008507,South Africa,4021905.255,Offshore Transfer,12/21/2013 10:00,Person_4265,Construction,USA,FALSE,Legal,4,4,Bank_388,Luxembourg
TX0000008508,UAE,3948061.213,Cash Withdrawal,12/21/2013 11:00,Person_4378,Casinos,Switzerland,FALSE,Illegal,7,3,Bank_49,Bahamas
TX0000008509,China,4408244.446,Property Purchase,12/21/2013 12:00,Person_9906,Real Estate,USA,FALSE,Illegal,9,5,Bank_14,Panama
TX0000008510,China,4389598.145,Cryptocurrency,12/21/2013 13:00,Person_2626,Construction,South Africa,FALSE,Illegal,1,2,Bank_277,Switzerland
TX0000008511,Singapore,706836.6619,Cryptocurrency,12/21/2013 14:00,Person_9867,Arms Trade,Switzerland,FALSE,Illegal,7,5,Bank_159,Panama
TX0000008512,Brazil,4661920.558,Stocks Transfer,12/21/2013 15:00,Person_4951,Finance,Russia,TRUE,Illegal,7,4,Bank_173,Cayman Islands
TX0000008513,India,755547.1079,Property Purchase,12/21/2013 16:00,Person_4006,Oil & Gas,Singapore,FALSE,Legal,5,7,Bank_317,Switzerland
TX0000008514,USA,1853091.1,Property Purchase,12/21/2013 17:00,Person_6313,Arms Trade,UAE,FALSE,Illegal,9,1,Bank_408,Singapore
TX0000008515,China,1242993.001,Cash Withdrawal,12/21/2013 18:00,Person_9838,Arms Trade,India,FALSE,Illegal,5,8,Bank_103,Switzerland
TX0000008516,India,4485634.756,Cash Withdrawal,12/21/2013 19:00,Person_7551,Real Estate,USA,FALSE,Illegal,10,5,Bank_371,Switzerland
TX0000008517,USA,1973041.291,Cash Withdrawal,12/21/2013 20:00,Person_5574,Arms Trade,UAE,FALSE,Illegal,4,9,Bank_255,Cayman Islands
TX0000008518,South Africa,1696940.885,Cryptocurrency,12/21/2013 21:00,Person_5701,Luxury Goods,UAE,TRUE,Legal,4,4,Bank_102,Singapore
TX0000008519,Singapore,2502285.706,Cryptocurrency,12/21/2013 22:00,Person_2307,Finance,Brazil,FALSE,Illegal,1,6,Bank_63,Switzerland
TX0000008520,China,3148770.334,Property Purchase,12/21/2013 23:00,Person_8062,Casinos,UK,TRUE,Legal,1,6,Bank_170,Cayman Islands
TX0000008521,UK,4595461.651,Offshore Transfer,12/22/2013 0:00,Person_8693,Finance,South Africa,FALSE,Illegal,5,7,Bank_255,Luxembourg
TX0000008522,Singapore,261289.3923,Stocks Transfer,12/22/2013 1:00,Person_8555,Construction,Brazil,FALSE,Illegal,4,7,Bank_369,Panama
TX0000008523,Russia,2956583.316,Cryptocurrency,12/22/2013 2:00,Person_7366,Real Estate,China,FALSE,Illegal,2,0,Bank_110,Singapore
TX0000008524,Singapore,3851807.857,Offshore Transfer,12/22/2013 3:00,Person_5114,Real Estate,South Africa,FALSE,Illegal,9,6,Bank_296,Cayman Islands
TX0000008525,India,4985673.757,Property Purchase,12/22/2013 4:00,Person_3135,Real Estate,Brazil,FALSE,Illegal,10,8,Bank_39,Bahamas
TX0000008526,USA,518575.483,Cryptocurrency,12/22/2013 5:00,Person_5494,Construction,Brazil,FALSE,Illegal,2,5,Bank_128,Luxembourg
TX0000008527,India,4112169.458,Property Purchase,12/22/2013 6:00,Person_153,Luxury Goods,UK,FALSE,Illegal,6,2,Bank_131,Switzerland
TX0000008528,India,4099992.607,Stocks Transfer,12/22/2013 7:00,Person_5781,Casinos,Switzerland,TRUE,Legal,4,3,Bank_307,Singapore
TX0000008529,Brazil,3897395.689,Property Purchase,12/22/2013 8:00,Person_6874,Finance,UK,FALSE,Legal,4,4,Bank_267,Bahamas
TX0000008530,South Africa,1940916.275,Offshore Transfer,12/22/2013 9:00,Person_7366,Real Estate,Russia,TRUE,Illegal,6,2,Bank_314,Panama
TX0000008531,UK,2731640.671,Stocks Transfer,12/22/2013 10:00,Person_4952,Arms Trade,Singapore,FALSE,Illegal,9,1,Bank_470,Panama
TX0000008532,Russia,864746.5853,Stocks Transfer,12/22/2013 11:00,Person_7664,Casinos,Singapore,FALSE,Illegal,3,7,Bank_322,Switzerland
TX0000008533,South Africa,4861615.788,Cash Withdrawal,12/22/2013 12:00,Person_7530,Casinos,South Africa,FALSE,Illegal,3,0,Bank_466,Switzerland
TX0000008534,Singapore,2619724.359,Stocks Transfer,12/22/2013 13:00,Person_7801,Oil & Gas,South Africa,TRUE,Illegal,3,0,Bank_30,Singapore
TX0000008535,Brazil,3821130.503,Cash Withdrawal,12/22/2013 14:00,Person_6730,Real Estate,UK,FALSE,Legal,3,6,Bank_200,Luxembourg
TX0000008536,Brazil,1712887.126,Cryptocurrency,12/22/2013 15:00,Person_748,Casinos,Russia,FALSE,Legal,8,8,Bank_210,Switzerland
TX0000008537,UAE,3679009.024,Offshore Transfer,12/22/2013 16:00,Person_4838,Oil & Gas,India,FALSE,Illegal,2,5,Bank_96,Luxembourg
TX0000008538,Brazil,1017225.953,Property Purchase,12/22/2013 17:00,Person_912,Casinos,South Africa,FALSE,Illegal,5,9,Bank_67,Bahamas
TX0000008539,India,237529.1053,Offshore Transfer,12/22/2013 18:00,Person_6281,Luxury Goods,USA,FALSE,Illegal,2,3,Bank_276,Singapore
TX0000008540,UK,4071917.369,Cryptocurrency,12/22/2013 19:00,Person_606,Construction,Russia,FALSE,Illegal,9,1,Bank_313,Switzerland
TX0000008541,Russia,3790997.222,Cryptocurrency,12/22/2013 20:00,Person_9340,Arms Trade,UK,FALSE,Illegal,5,9,Bank_305,Singapore
TX0000008542,Switzerland,1738307.742,Stocks Transfer,12/22/2013 21:00,Person_8454,Construction,Singapore,TRUE,Illegal,8,5,Bank_33,Cayman Islands
TX0000008543,Russia,4202183.388,Cryptocurrency,12/22/2013 22:00,Person_7949,Casinos,Russia,FALSE,Illegal,2,0,Bank_360,Bahamas
TX0000008544,Singapore,2821121.425,Cryptocurrency,12/22/2013 23:00,Person_6872,Luxury Goods,Singapore,FALSE,Legal,9,1,Bank_62,Singapore
TX0000008545,South Africa,3265831.022,Cash Withdrawal,12/23/2013 0:00,Person_9748,Arms Trade,South Africa,FALSE,Illegal,10,3,Bank_233,Singapore
TX0000008546,USA,772514.4004,Property Purchase,12/23/2013 1:00,Person_3968,Arms Trade,Brazil,FALSE,Illegal,5,7,Bank_497,Switzerland
TX0000008547,Russia,4717074.462,Property Purchase,12/23/2013 2:00,Person_1876,Construction,Switzerland,FALSE,Legal,9,1,Bank_326,Bahamas
TX0000008548,UAE,4168874.696,Offshore Transfer,12/23/2013 3:00,Person_1245,Construction,Brazil,TRUE,Illegal,2,4,Bank_420,Singapore
TX0000008549,UAE,4534248.904,Stocks Transfer,12/23/2013 4:00,Person_4073,Luxury Goods,UAE,FALSE,Illegal,6,3,Bank_181,Switzerland
TX0000008550,UAE,3058474.777,Property Purchase,12/23/2013 5:00,Person_9840,Oil & Gas,Brazil,TRUE,Legal,5,0,Bank_319,Panama
TX0000008551,South Africa,4658127.076,Offshore Transfer,12/23/2013 6:00,Person_3349,Real Estate,South Africa,FALSE,Legal,5,9,Bank_419,Switzerland
TX0000008552,Switzerland,2262676.803,Cash Withdrawal,12/23/2013 7:00,Person_5494,Luxury Goods,Singapore,FALSE,Legal,9,1,Bank_88,Bahamas
TX0000008553,China,3150631.986,Cryptocurrency,12/23/2013 8:00,Person_6269,Casinos,Russia,FALSE,Illegal,5,5,Bank_441,Bahamas
TX0000008554,UAE,4485680.696,Cryptocurrency,12/23/2013 9:00,Person_5892,Luxury Goods,Russia,FALSE,Illegal,5,0,Bank_91,Luxembourg
TX0000008555,UK,3813860.583,Cryptocurrency,12/23/2013 10:00,Person_2325,Arms Trade,Switzerland,TRUE,Illegal,2,3,Bank_475,Bahamas
TX0000008556,South Africa,2075616.451,Cryptocurrency,12/23/2013 11:00,Person_3834,Construction,India,FALSE,Legal,1,4,Bank_28,Switzerland
TX0000008557,India,2813818.509,Offshore Transfer,12/23/2013 12:00,Person_1931,Real Estate,South Africa,TRUE,Illegal,6,1,Bank_337,Panama
TX0000008558,China,778166.9797,Stocks Transfer,12/23/2013 13:00,Person_6624,Oil & Gas,Switzerland,FALSE,Illegal,1,0,Bank_243,Bahamas
TX0000008559,South Africa,2448412.431,Offshore Transfer,12/23/2013 14:00,Person_5367,Real Estate,Singapore,TRUE,Legal,9,8,Bank_464,Switzerland
TX0000008560,UAE,4183573.254,Stocks Transfer,12/23/2013 15:00,Person_3729,Real Estate,India,FALSE,Illegal,4,6,Bank_158,Cayman Islands
TX0000008561,India,784097.2693,Stocks Transfer,12/23/2013 16:00,Person_509,Luxury Goods,USA,FALSE,Illegal,9,1,Bank_128,Bahamas
TX0000008562,Singapore,4545169.038,Cryptocurrency,12/23/2013 17:00,Person_1862,Arms Trade,USA,FALSE,Illegal,9,7,Bank_275,Panama
TX0000008563,USA,4146727,Offshore Transfer,12/23/2013 18:00,Person_8703,Real Estate,India,FALSE,Illegal,4,9,Bank_309,Panama
TX0000008564,Russia,4163292.062,Stocks Transfer,12/23/2013 19:00,Person_5380,Casinos,South Africa,TRUE,Illegal,6,1,Bank_434,Luxembourg
TX0000008565,China,3999463.473,Property Purchase,12/23/2013 20:00,Person_102,Luxury Goods,India,TRUE,Illegal,2,2,Bank_309,Luxembourg
TX0000008566,Switzerland,831685.3199,Property Purchase,12/23/2013 21:00,Person_5654,Oil & Gas,Switzerland,FALSE,Legal,5,1,Bank_66,Cayman Islands
TX0000008567,India,429381.6955,Cryptocurrency,12/23/2013 22:00,Person_2515,Oil & Gas,China,TRUE,Illegal,8,7,Bank_292,Switzerland
TX0000008568,Brazil,1166481.014,Cash Withdrawal,12/23/2013 23:00,Person_1937,Luxury Goods,USA,FALSE,Illegal,1,0,Bank_290,Cayman Islands
TX0000008569,USA,2071011.246,Stocks Transfer,12/24/2013 0:00,Person_5780,Real Estate,India,TRUE,Illegal,3,2,Bank_310,Panama
TX0000008570,South Africa,2004486.015,Cash Withdrawal,12/24/2013 1:00,Person_6176,Casinos,UAE,FALSE,Illegal,3,0,Bank_424,Singapore
TX0000008571,USA,3317440.965,Stocks Transfer,12/24/2013 2:00,Person_693,Finance,Brazil,FALSE,Illegal,4,0,Bank_113,Panama
TX0000008572,UK,2647365.302,Cash Withdrawal,12/24/2013 3:00,Person_6639,Luxury Goods,Singapore,FALSE,Illegal,4,8,Bank_153,Cayman Islands
TX0000008573,South Africa,4638562.662,Property Purchase,12/24/2013 4:00,Person_3506,Construction,India,FALSE,Illegal,7,9,Bank_178,Bahamas
TX0000008574,USA,3245391.351,Stocks Transfer,12/24/2013 5:00,Person_8682,Real Estate,Russia,FALSE,Illegal,10,7,Bank_44,Switzerland
TX0000008575,USA,1389191.978,Stocks Transfer,12/24/2013 6:00,Person_6393,Luxury Goods,UAE,FALSE,Illegal,9,8,Bank_362,Cayman Islands
TX0000008576,Brazil,3484748.288,Cash Withdrawal,12/24/2013 7:00,Person_495,Luxury Goods,Russia,FALSE,Illegal,3,7,Bank_195,Bahamas
TX0000008577,Russia,1661929.945,Property Purchase,12/24/2013 8:00,Person_2721,Finance,Switzerland,FALSE,Legal,6,1,Bank_263,Cayman Islands
TX0000008578,Switzerland,2817446.781,Property Purchase,12/24/2013 9:00,Person_7959,Real Estate,UAE,FALSE,Illegal,9,3,Bank_143,Bahamas
TX0000008579,India,529312.7688,Property Purchase,12/24/2013 10:00,Person_1689,Casinos,Switzerland,FALSE,Legal,7,4,Bank_376,Bahamas
TX0000008580,UAE,365973.5484,Property Purchase,12/24/2013 11:00,Person_841,Construction,Singapore,FALSE,Illegal,3,8,Bank_149,Switzerland
TX0000008581,Switzerland,631690.5942,Offshore Transfer,12/24/2013 12:00,Person_9340,Construction,USA,FALSE,Illegal,4,9,Bank_243,Luxembourg
TX0000008582,Singapore,2647100.939,Property Purchase,12/24/2013 13:00,Person_7453,Real Estate,Singapore,TRUE,Illegal,2,9,Bank_474,Luxembourg
TX0000008583,UAE,2774631.658,Offshore Transfer,12/24/2013 14:00,Person_7594,Real Estate,South Africa,FALSE,Illegal,1,9,Bank_11,Singapore
TX0000008584,UAE,112507.4001,Cryptocurrency,12/24/2013 15:00,Person_9352,Arms Trade,USA,FALSE,Legal,1,0,Bank_325,Panama
TX0000008585,China,636652.5477,Stocks Transfer,12/24/2013 16:00,Person_8612,Casinos,India,FALSE,Illegal,2,6,Bank_273,Panama
TX0000008586,China,1839932.75,Cash Withdrawal,12/24/2013 17:00,Person_6729,Luxury Goods,UAE,FALSE,Legal,1,2,Bank_342,Panama
TX0000008587,UK,1471560.888,Stocks Transfer,12/24/2013 18:00,Person_6456,Luxury Goods,Brazil,FALSE,Illegal,4,6,Bank_430,Bahamas
TX0000008588,UK,2327198.75,Stocks Transfer,12/24/2013 19:00,Person_2881,Arms Trade,UK,TRUE,Illegal,3,2,Bank_343,Panama
TX0000008589,China,1792078.494,Cash Withdrawal,12/24/2013 20:00,Person_3441,Oil & Gas,UK,TRUE,Legal,9,8,Bank_87,Panama
TX0000008590,South Africa,1529678.375,Cryptocurrency,12/24/2013 21:00,Person_2995,Casinos,Russia,FALSE,Illegal,4,6,Bank_321,Cayman Islands
TX0000008591,Brazil,1399671.478,Offshore Transfer,12/24/2013 22:00,Person_766,Real Estate,Switzerland,FALSE,Illegal,3,2,Bank_405,Bahamas
TX0000008592,Switzerland,4560018.533,Cryptocurrency,12/24/2013 23:00,Person_2379,Construction,South Africa,TRUE,Legal,9,8,Bank_293,Switzerland
TX0000008593,Russia,1029113.826,Cryptocurrency,12/25/2013 0:00,Person_7926,Luxury Goods,Switzerland,FALSE,Legal,6,1,Bank_335,Panama
TX0000008594,Switzerland,1354834.311,Cash Withdrawal,12/25/2013 1:00,Person_6069,Oil & Gas,UK,FALSE,Illegal,2,9,Bank_102,Singapore
TX0000008595,UK,1600845.006,Offshore Transfer,12/25/2013 2:00,Person_768,Arms Trade,China,FALSE,Illegal,10,7,Bank_228,Singapore
,Switzerland,1054326.38,Cash Withdrawal,12/25/2013 3:00,Person_3072,Construction,USA,FALSE,Illegal,3,4,Bank_120,Bahamas
TX0000008597,UAE,3957071.219,Property Purchase,12/25/2013 4:00,Person_5896,Finance,UAE,FALSE,Legal,5,2,Bank_74,Singapore
TX0000008598,China,1450832.65,Stocks Transfer,12/25/2013 5:00,Person_7532,Oil & Gas,Russia,FALSE,Illegal,3,5,Bank_376,Luxembourg
TX0000008599,UK,3086767.161,Property Purchase,12/25/2013 6:00,Person_584,Luxury Goods,Singapore,FALSE,Illegal,1,1,Bank_219,Cayman Islands
TX0000008600,UK,3232076.79,Offshore Transfer,12/25/2013 7:00,Person_8292,Casinos,UAE,FALSE,Illegal,5,3,Bank_323,Cayman Islands
TX0000008601,China,2441662.167,Cryptocurrency,12/25/2013 8:00,Person_4583,Oil & Gas,Russia,FALSE,Legal,6,2,Bank_413,Cayman Islands
TX0000008602,UK,1056174.246,Property Purchase,12/25/2013 9:00,Person_8307,Real Estate,Brazil,FALSE,Illegal,4,5,Bank_399,Panama
TX0000008603,UK,1827553.086,Stocks Transfer,12/25/2013 10:00,Person_9983,Casinos,Russia,FALSE,Illegal,2,1,Bank_293,Cayman Islands
TX0000008604,UAE,634237.8864,Stocks Transfer,12/25/2013 11:00,Person_1473,Real Estate,Russia,FALSE,Illegal,6,4,Bank_156,Panama
TX0000008605,Switzerland,3635430.36,Cash Withdrawal,12/25/2013 12:00,Person_9761,Casinos,Brazil,TRUE,Illegal,4,1,Bank_496,Singapore
TX0000008606,UAE,1956394.585,Cryptocurrency,12/25/2013 13:00,Person_575,Arms Trade,Brazil,TRUE,Illegal,2,3,Bank_420,Cayman Islands
TX0000008607,Switzerland,1504572.628,Stocks Transfer,12/25/2013 14:00,Person_4284,Real Estate,Brazil,FALSE,Illegal,7,8,Bank_484,Panama
TX0000008608,South Africa,519895.2753,Cryptocurrency,12/25/2013 15:00,Person_4108,Arms Trade,India,FALSE,Legal,2,8,Bank_345,Panama
TX0000008609,UAE,2071983.704,Cryptocurrency,12/25/2013 16:00,Person_2762,Arms Trade,South Africa,FALSE,Illegal,10,6,Bank_75,Panama
TX0000008610,South Africa,4891783.771,Offshore Transfer,12/25/2013 17:00,Person_4732,Oil & Gas,UAE,FALSE,Legal,7,6,Bank_106,Cayman Islands
TX0000008611,India,3184014.332,Cash Withdrawal,12/25/2013 18:00,Person_7134,Finance,China,FALSE,Illegal,4,8,Bank_236,Cayman Islands
TX0000008612,China,633349.6794,Cryptocurrency,12/25/2013 19:00,Person_7494,Real Estate,Switzerland,FALSE,Illegal,6,4,Bank_435,Cayman Islands
TX0000008613,South Africa,1770577.522,Property Purchase,12/25/2013 20:00,Person_5330,Arms Trade,USA,FALSE,Illegal,10,3,Bank_325,Cayman Islands
TX0000008614,USA,4615210.915,Property Purchase,12/25/2013 21:00,Person_6961,Casinos,Russia,FALSE,Illegal,2,8,Bank_153,Bahamas
TX0000008615,USA,2277976.445,Stocks Transfer,12/25/2013 22:00,Person_6336,Casinos,India,FALSE,Illegal,5,7,Bank_59,Switzerland
TX0000008616,UK,2707947.282,Property Purchase,12/25/2013 23:00,Person_9545,Finance,India,FALSE,Illegal,3,4,Bank_285,Cayman Islands
TX0000008617,Switzerland,535386.9403,Cash Withdrawal,12/26/2013 0:00,Person_9211,Oil & Gas,Russia,FALSE,Legal,1,2,Bank_283,Switzerland
TX0000008618,China,4016685.324,Cash Withdrawal,12/26/2013 1:00,Person_1147,Construction,USA,FALSE,Illegal,2,4,Bank_130,Luxembourg
TX0000008619,India,2621368.11,Stocks Transfer,12/26/2013 2:00,Person_9747,Finance,USA,FALSE,Illegal,10,5,Bank_455,Luxembourg
TX0000008620,UK,4804412.548,Cryptocurrency,12/26/2013 3:00,Person_6009,Construction,Russia,FALSE,Illegal,7,3,Bank_324,Bahamas
TX0000008621,USA,35549.77579,Property Purchase,12/26/2013 4:00,Person_5704,Oil & Gas,Switzerland,FALSE,Illegal,1,7,Bank_57,Bahamas
TX0000008622,UK,1056550.755,Cryptocurrency,12/26/2013 5:00,Person_5313,Arms Trade,India,FALSE,Illegal,8,2,Bank_462,Cayman Islands
TX0000008623,Brazil,994586.1011,Cash Withdrawal,12/26/2013 6:00,Person_921,Real Estate,Brazil,FALSE,Illegal,3,1,Bank_73,Cayman Islands
TX0000008624,China,1406383.573,Cryptocurrency,12/26/2013 7:00,Person_2571,Casinos,Switzerland,FALSE,Illegal,4,9,Bank_225,Singapore
TX0000008625,China,2066271.005,Cryptocurrency,12/26/2013 8:00,Person_3985,Construction,UK,FALSE,Illegal,5,5,Bank_405,Luxembourg
TX0000008626,Brazil,3015141.962,Stocks Transfer,12/26/2013 9:00,Person_1935,Casinos,China,TRUE,Illegal,3,6,Bank_28,Luxembourg
TX0000008627,Switzerland,3600462.28,Cryptocurrency,12/26/2013 10:00,Person_5621,Oil & Gas,China,TRUE,Legal,1,4,Bank_170,Cayman Islands
TX0000008628,UK,649798.253,Cash Withdrawal,12/26/2013 11:00,Person_2472,Construction,Switzerland,FALSE,Illegal,3,6,Bank_262,Cayman Islands
TX0000008629,UK,2834343.235,Cash Withdrawal,12/26/2013 12:00,Person_9832,Construction,Russia,FALSE,Legal,9,5,Bank_377,Panama
TX0000008630,China,2385791.942,Property Purchase,12/26/2013 13:00,Person_6004,Arms Trade,Brazil,FALSE,Illegal,3,1,Bank_18,Panama
TX0000008631,USA,429630.2647,Stocks Transfer,12/26/2013 14:00,Person_6191,Oil & Gas,China,FALSE,Illegal,9,8,Bank_269,Panama
TX0000008632,Switzerland,2598812.677,Cryptocurrency,12/26/2013 15:00,Person_5697,Construction,UK,FALSE,Illegal,1,3,Bank_276,Cayman Islands
TX0000008633,Singapore,325954.2586,Offshore Transfer,12/26/2013 16:00,Person_3254,Real Estate,Singapore,FALSE,Illegal,1,2,Bank_317,Singapore
TX0000008634,South Africa,3998222.39,Property Purchase,12/26/2013 17:00,Person_4193,Casinos,Singapore,FALSE,Legal,1,3,Bank_380,Singapore
TX0000008635,UAE,935396.7047,Offshore Transfer,12/26/2013 18:00,Person_8755,Oil & Gas,UK,FALSE,Illegal,4,6,Bank_494,Singapore
TX0000008636,USA,60116.64944,Cash Withdrawal,12/26/2013 19:00,Person_6535,Luxury Goods,USA,FALSE,Illegal,4,3,Bank_271,Luxembourg
TX0000008637,South Africa,1736023.394,Cryptocurrency,12/26/2013 20:00,Person_6130,Real Estate,India,FALSE,Legal,1,3,Bank_353,Luxembourg
TX0000008638,Brazil,4609046.86,Stocks Transfer,12/26/2013 21:00,Person_4319,Oil & Gas,Switzerland,FALSE,Illegal,2,5,Bank_82,Luxembourg
TX0000008639,Switzerland,4098806.415,Cash Withdrawal,12/26/2013 22:00,Person_8944,Arms Trade,UK,FALSE,Legal,8,6,Bank_223,Switzerland
TX0000008640,Singapore,3012639.817,Stocks Transfer,12/26/2013 23:00,Person_9245,Construction,Brazil,FALSE,Illegal,7,9,Bank_342,Switzerland
